Run	Charge
808	572.297
809	683.881
810	577.057
811	577.82
812	576.766
813	585.398
814	585.336
815	578.092
816	581.055
817	579.46
818	580.333
819	582.238
820	584.312
821	578.014
822	581.757
823	582.533
824	580.047
825	583.238
826	579.722
827	581.131
828	582.6
829	491.105
830	578.07
831	569.859
832	576.802
833	577.702
834	581.237
835	577.14
836	689.46
837	574.894
838	578.586
839	579.344
840	581.916
841	578.5
842	582.188
843	582.641
844	577.927
845	581.812
846	578.598
847	578.617
848	583.906
849	581.295
850	578.555
851	579.843
852	581.055
853	580.867
854	580.383
855	584.672
856	579.742
857	656.207
858	582.984
859	581.547
860	575.609
861	580.516
862	582.688
863	581.262
864	580
865	575.453
866	582.203
867	576.887
868	579.457
869	579.512
870	580.605
871	676.781
872	582.062
873	595.833
874	581.781
875	579.158
876	577.773
877	580.781
878	578.766
879	575.898
880	585.078
881	586.908
882	581.094
883	578.617
884	688.646
885	582.352
886	585.25
887	580.047
888	581.215
889	577.109
890	580.343
891	583.477
892	584.797
893	582.938
894	579.348
895	581.895
896	579.604
897	577.24
898	583.57
899	578.898
900	579.055
901	581.867
902	579.344
903	579.828
904	577.48
905	577.062
906	578.562
907	576.546
908	573.812
909	578.773
910	581.312
911	674.562
912	581.364
913	578.133
914	582.617
915	581.117
916	578.766
917	582.914
918	581.023
919	578.984
920	579.262
921	579.781
922	580.516
923	578.57
924	582.086
925	576.945
926	582.047
927	582.23
928	577.188
929	580.754
930	582.5
931	577.215
932	579.926
933	581.234
934	581.264
935	576.203
936	581.613
937	575.023
938	579.297
939	581.781
940	580.539
941	579.008
942	581.031
943	579.695
944	585.391
945	580.984
946	579.453
947	578.43
948	573.156
949	578.702
950	580.336
951	581.891
952	582.277
953	579.234
954	576.859
955	583.602
956	579.625
957	578.77
958	575.562
959	584.234
960	580.734
961	583.676
962	581.828
963	578.836
964	576.574
965	582.234
966	577.141
967	581.488
968	580.594
969	579.758
970	582.875
971	581.084
972	582.762
973	586.344
974	579.121
975	571.939
976	581.977
977	581.012
978	580
979	581.711
980	575.982
981	578.141
982	580.305
983	681.688
984	579.988
985	580.406
986	581.938
987	577.91
988	581.035
989	583.457
990	580.176
991	577.219
992	581.789
993	582.422
994	584.844
995	578.303
996	574.906
997	579.672
998	581.617
999	581.227
1000	579.624
1001	580.244
1002	580.484
1003	583.875
1004	582.406
1005	577.043
1006	582.195
1007	578.273
1008	582.445
1009	575.695
1010	578.914
1011	582
1012	579.406
1013	578.719
1014	579.646
1015	579.348
1016	584.652
1017	583.43
1018	582.875
1019	577.195
1020	578.016
1021	577.457
1022	574.895
1023	582.125
1024	585.293
1025	585.484
1026	578.426
1027	576.219
1028	583.609
1029	581.734
1030	580.464
1031	580.711
1032	586.594
1033	582.086
1034	577.688
1035	578.344
1036	578.844
1037	580.914
1038	579.414
1039	582.344
1040	573.184
1041	581.539
1042	579.867
1043	580.086
1044	582.633
1045	581.678
1046	584.016
1047	576.062
1048	579.906
1049	581.059
1050	578.121
1051	576.504
1052	580.082
1053	580.875
1054	579.775
1055	580.496
1056	580.418
1057	580.355
1058	577.719
1059	582.656
1060	578.82
1061	582.516
1062	577.607
1063	578.328
1064	577.97
1065	581.25
1066	575.438
1067	581.772
1068	579.836
1069	578.82
1070	575.07
1071	576.992
1072	32.1875
1073	577.688
1074	578.859
1075	580.273
1076	581.443
1077	673.25
1078	584.8
1079	580.664
1080	581.688
1081	583.938
1082	577.68
1083	574.082
1084	580.652
1085	577.84
1086	583.219
1087	580.734
1088	575.297
1089	581.656
1090	580.633
1091	582.238
1092	580.297
1093	582.277
1094	579.666
1095	578.969
1096	583.164
1097	581.609
1098	584.297
1099	583.973
1100	575.914
1101	581.94
1102	580.422
1103	581.57
1104	579.711
1105	579.188
1106	703.826
1107	579.922
1108	580.805
1109	581.484
1110	578.766
1111	673.096
1112	576.469
1113	579.875
1114	582.728
1115	582.592
1116	583.359
1117	587.182
1118	583.434
1119	585.879
1120	579.242
1121	579.957
1122	575.312
1123	696.1
1124	580.645
1125	580.652
1126	585.229
1127	579.346
1128	582.969
1129	578.496
1130	581.344
1131	576.266
1132	578.104
1133	574.08
1134	580.902
1135	581.148
1136	582.821
1137	580.97
1138	580.415
1139	582.606
1140	575.529
1141	696.854
1142	578.625
1143	575.43
1144	550.285
1145	578.848
1146	582.098
1147	580.336
1148	583.625
1149	581.419
1150	580.775
1151	579.196
1152	580.778
1153	588.549
1154	580.238
1155	580.064
1156	581.297
1157	575.078
1158	578.02
1159	584.707
1160	575.805
1161	579.785
1162	582.773
1163	577.262
1164	581.414
1165	576.617
1166	676.643
1167	579.949
1168	577.164
1169	574.589
1170	582.417
1171	581.298
1172	579.084
1173	582.902
1174	580.818
1175	580.086
1176	577.152
1177	577.645
1178	584.598
1179	677.082
1180	574.309
1181	584.279
1182	578.502
1183	580.642
1184	577.276
1185	584.362
1186	580.618
1187	579.26
1188	577.639
1189	572.723
1190	577.67
1191	583.785
1192	583.426
1193	579.113
1194	576.211
1195	577.324
1196	585.297
1197	580.056
1198	581.201
1199	576.352
1200	576.344
1201	577.496
1202	580.383
1203	577.957
1204	582.824
1205	578.271
1206	582.949
1207	576.19
1208	583.777
1209	580.781
1210	584.031
1211	584.953
1212	578.266
1213	579.891
1214	686.852
1215	575.895
1216	578.293
1217	582.023
1218	582.023
1219	676.225
1220	585.531
1221	582.246
1222	584.328
1223	582.984
1224	583.234
1225	576.914
1226	581.719
1227	578.498
1228	582.891
1229	584.724
1230	681.852
1231	580.293
1232	577.711
1233	580.648
1234	592.547
1235	576.703
1236	584.225
1237	580.219
1238	579.758
1239	579.938
1240	583.641
1241	586.516
1242	581.008
1243	577.898
1244	580.656
1245	579.293
1246	578.883
1247	581.305
1248	581.641
1249	584.141
1250	581.312
1251	581.711
1252	589.719
1253	584.766
1254	582.301
1255	580.453
1256	582.984
1257	573.5
1258	581
1259	586.01
1260	580.656
1261	579.398
1262	581.238
1263	584.812
1264	580.203
1265	584.383
1266	582.621
1267	578.617
1268	581.77
1269	582.859
1270	579.961
1271	582.875
1272	582.672
1273	584.742
1274	577.844
1275	583.918
1276	581.992
1277	583.68
1278	578.656
1279	578.273
1280	579.953
1281	582.018
1282	582.422
1283	583.496
1284	588.166
1285	582.984
1286	582.812
1287	576.281
1288	577.219
1289	581.453
1290	579.391
1291	581.938
1292	581.375
1293	582.656
1294	583.895
1295	583.617
1296	582.469
1297	582.629
1298	578.695
1299	581.984
1300	582.062
1301	580.844
1302	582.383
1303	632.887
1304	577.906
1305	579.062
1306	579.297
1307	577.767
1308	582.281
1309	581.374
1310	581.953
1311	580.133
1312	577.508
1313	581.102
1314	581.367
1315	585.961
1316	580.016
1317	577.023
1318	582.797
1319	575.75
1320	583.672
1321	580.328
1322	584.512
1323	577.203
1324	579.609
1325	580.09
1326	582.221
1327	580.301
1328	582.094
1329	577.988
1330	682.371
1331	581.297
1332	580.215
1333	580.078
1334	582.969
1335	584.547
1336	580.562
1337	586.07
1338	581.398
1339	585.148
1340	581.969
1341	583.164
1342	583.435
1343	580.961
1344	582.008
1345	576.836
1346	583.734
1347	582.133
1348	580.023
1349	581.234
1350	583.945
1351	582.403
1352	580.805
1353	578.438
1354	576.805
1355	589.254
1356	584.156
1357	581.477
1358	580.508
1359	582.846
1360	578.289
1361	580.227
1362	585.383
1363	578.566
1364	584.391
1365	584.523
1366	581.797
1367	582.344
1368	584.352
1369	582.141
1370	580.423
1371	581.18
1372	580.664
1373	585.656
1374	581.07
1375	622.389
1376	585.398
1377	581.188
1378	578.297
1379	580.031
1380	584.906
1381	581.355
1382	581.703
1383	580.844
1384	583.824
1385	583.141
1386	580.004
1387	580.023
1388	579.812
1389	580.672
1390	581.152
1391	581.498
1392	575.547
1393	579.375
1394	583.953
1395	584.789
1396	582.383
1397	577.805
1398	579.357
1399	581.094
1400	580.578
1401	583.445
1402	583.773
1403	580.893
1404	582.086
1405	580.344
1406	580.547
1407	578.492
1408	582.906
1409	583.797
1410	582.656
1411	577.387
1412	578.172
1413	580.797
1414	581.844
1415	575.246
1416	583.551
1417	583.797
1418	583.883
1419	583.484
1420	582.891
1421	580.828
1422	579.398
1423	577.406
1424	583.203
1425	580.422
1426	584.953
1427	685.375
1428	581.188
1429	578.947
1430	580.367
1431	577.441
1432	583.557
1433	581.484
1434	581.328
1435	581.484
1436	581.107
1437	579.586
1438	578.719
1439	581.894
1440	579.578
1441	581.328
1442	578.477
1443	579.422
1444	584.091
1445	582.586
1446	582.378
1447	581.891
1448	581.18
1449	579.977
1450	577.977
1451	581.787
1452	576.977
1453	327.641
1454	580.027
1455	580.486
1456	577.709
1457	677.945
1458	580.125
1459	581.234
1460	580.359
1461	582.922
1462	580.625
1463	579.562
1464	582.516
1465	585.578
1466	578.867
1467	584.984
1468	582.199
1469	581.715
1470	583.188
1471	583.621
1472	583.211
1473	581.293
1474	576.391
1475	582.773
1476	580.867
1477	577.703
1478	576.668
1479	582.062
1480	579.758
1481	582.844
1482	583.922
1483	583.349
1484	584.32
1485	581.305
1486	585.323
1487	589.352
1488	583.308
1489	584.383
1490	580.547
1491	582.512
1492	578.859
1493	579.543
1494	581.072
1495	587.873
1496	684.18
1497	581.312
1498	583.848
1499	584.758
1500	581.844
1501	584.234
1502	580.688
1503	583.344
1504	578.375
1505	576.91
1506	580.25
1507	576.812
1508	580.344
1509	571.656
1510	579.465
1511	577.461
1512	575.961
1513	570.289
1514	578.297
1515	577.105
1516	578.914
1517	575.215
1518	578.188
1519	579.156
1520	575.453
1521	573.832
1522	575.312
1523	575.352
1524	576.016
1525	574.404
1526	582.25
1527	579.742
1528	574.766
1529	573.966
1530	575.992
1531	576.953
1532	575.039
1533	577.094
1534	576
1535	576.852
1536	575.763
1537	578.992
1538	578.992
1539	577.867
1540	569.986
1541	580.66
1542	582.602
1543	577.77
1544	572.641
1545	579.031
1546	577
1547	575.734
1548	577.305
1549	578.125
1550	578.152
1551	580.078
1552	576.779
1553	574.852
1554	573.609
1555	576.326
1556	575.82
1557	579.625
1558	580.117
1559	574.479
1560	576.68
1561	575.377
1562	574.883
1563	579.609
1564	578.398
1565	571.932
1566	572.136
1567	578.898
1568	579.391
1569	575.359
1570	571.289
1571	576.094
1572	579.422
1573	577.766
1574	578.904
1575	578
1576	155.391
1577	580.195
1578	572.363
1579	579.922
1580	578.582
1581	577.312
1582	575.078
1583	579.711
1584	576.875
1585	574.953
1586	576.078
1587	578.676
1588	579.266
1589	571.543
1590	577.746
1591	576.742
1592	580.859
1593	576.578
1594	577.117
1595	583.57
1596	572.852
1597	573.711
1598	575.406
1599	579.531
1600	570.973
1601	579.391
1602	578.164
1603	577.023
1604	578.625
1605	578.336
1606	579.184
1607	578.852
1608	568.823
1609	578.32
1610	579.695
1611	581.945
1612	578.289
1613	575.078
1614	587.266
1615	580.352
1616	582.75
1617	579.094
1618	578.07
1619	581.158
1620	577.02
1621	573.32
1622	573.562
1623	579.047
1624	575.52
1625	573.629
1626	581.062
1627	577.902
1628	572.297
1629	580.484
1630	578.227
1631	580.656
1632	572.045
1633	572.984
1634	572.816
1635	578.875
1636	577.5
1637	580.258
1638	577.641
1639	577.297
1640	581.703
1641	580.594
1642	581.211
1643	572.57
1644	579.969
1645	579.25
1646	573.683
1647	584.781
1648	579.82
1649	580.414
1650	575.702
1651	577.594
1652	581.57
1653	572.929
1654	584.508
1655	579.859
1656	581.781
1657	574.445
1658	582.227
1659	576.453
1660	573.172
1661	584.484
1662	578.68
1663	573.508
1664	577.387
1665	580.07
1666	571.055
1667	576.242
1668	574.047
1669	576.266
1670	574.312
1671	575.625
1672	578.004
1673	566.176
1674	574.219
1675	571.109
1676	572.418
1677	577.219
1678	578.098
1679	575.703
1680	577.59
1681	577.422
1682	579
1683	577.094
1684	579.266
1685	578.344
1686	580.469
1687	579.867
1688	578.812
1689	580.586
1690	578.202
1691	577.727
1692	572.251
1693	578.266
1694	575.891
1695	576.422
1696	575.859
1697	578.719
1698	578.719
1699	572.229
1700	580.445
1701	577.273
1702	578.672
1703	583.281
1704	582.812
1705	576.066
1706	574.879
1707	573.98
1708	575.879
1709	578.016
1710	574.926
1711	574.766
1712	575.391
1713	577.297
1714	578.617
1715	577.062
1716	578.078
1717	577.107
1718	578.625
1719	577.219
1720	577.883
1721	576.227
1722	575.838
1723	581.266
1724	580.828
1725	574.395
1726	582.414
1727	580.109
1728	575.961
1729	575.066
1730	577.117
1731	579.477
1732	575.233
1733	576.891
1734	580.078
1735	579.695
1736	582.146
1737	572.823
1738	575.969
1739	578.719
1740	578.93
1741	567.395
1742	580.051
1743	577.082
1744	575.057
1745	579.766
1746	577.525
1747	578.766
1748	574.586
1749	573.297
1750	583.344
1751	572.766
1752	573.316
1753	575.273
1754	573.832
1755	574.922
1756	575.664
1757	577.189
1758	573.359
1759	579.766
1760	579.375
1761	579.973
1762	578.656
1763	582.742
1764	585.68
1765	579.234
1766	581.242
1767	577.295
1768	585.109
1769	581.898
1770	577.49
1771	577.195
1772	575.703
1773	576.242
1774	576.5
1775	578.648
1776	578.066
1777	578.672
1778	579.016
1779	570.381
1780	575.996
1781	577.266
1782	568.75
1783	580.004
1784	582.676
1785	579.73
1786	575.738
1787	575.922
1788	575.047
1789	574.945
1790	578.484
1791	572.643
1792	576.845
1793	575.367
1794	571.953
1795	571.65
1796	578.633
1797	573.676
1798	574.295
1799	577.201
1800	578.078
1801	576.625
1802	577.91
1803	581.508
1804	582.41
1805	580.258
1806	578.348
1807	576.727
1808	580.043
1809	575.121
1810	575.336
1811	574.266
1812	575.133
1813	580.41
1814	580.586
1815	579.696
1816	575.063
1817	580.762
1818	577.941
1819	575.266
1820	575.109
1821	576.379
1822	577.164
1823	573.957
1824	576.262
1825	577.941
1826	579.293
1827	578.224
1828	576.191
1829	509.898
1830	573.18
1831	579.084
1832	577.742
1833	573.492
1834	575.344
1835	578.301
1836	582.68
1837	575.176
1838	577.32
1839	578.664
1840	577.918
1841	578.346
1842	579.5
1843	575.875
1844	575.572
1845	572.787
1846	573.016
1847	577.271
1848	578.635
1849	573.508
1850	569.992
1851	574.629
1852	579.801
1853	573.57
1854	584.156
1855	571.918
1856	575.742
1857	575.598
1858	573.324
1859	578.648
1860	576.82
1861	574.156
1862	577.197
1863	580.002
1864	576.445
1865	575.992
1866	579.621
1867	575.973
1868	580.262
1869	577.902
1870	577.07
1871	573.844
1872	572.273
1873	573.123
1874	578.686
1875	581.625
1876	576.585
1877	575.471
1878	579.344
1879	573.711
1880	574.125
1881	577.213
1882	574.484
1883	576.316
1884	579.012
1885	577.316
1886	576.586
1887	579.582
1888	569.102
1889	576.047
1890	577.627
1891	578.641
1892	569.266
1893	576.512
1894	574.918
1895	576.871
1896	571.203
1897	574.613
1898	578.652
1899	574.777
1900	578.658
1901	577.453
1902	578.445
1903	574.789
1904	577.875
1905	574.592
1906	577.844
1907	571.304
1908	579.738
1909	575.684
1910	577.305
1911	575.875
1912	577.316
1913	577.055
1914	578.348
1915	577.91
1916	574.465
1917	577.82
1918	574.957
1919	577.797
1920	575.566
1921	575.016
1922	576.791
1923	574.479
1924	579.721
1925	575.888
1926	583.25
1927	572.422
1928	575.055
1929	570.859
1930	579.746
1931	575.68
1932	578.547
1933	578.219
1934	576.543
1935	571.65
1936	574.283
1937	576.801
1938	573.078
1939	575.23
1940	570.953
1941	575.969
1942	575.641
1943	577.367
1944	574.688
1945	578.215
1946	581.656
1947	577.195
1948	574.859
1949	574.91
1950	572.812
1951	577.539
1952	578.297
1953	577.656
1954	576.734
1955	571.797
1956	571.719
1957	574.992
1958	576.516
1959	577.617
1960	579.57
1961	578.126
1962	578.141
1963	577.242
1964	569.038
1965	575.508
1966	575.117
1967	578.445
1968	577.184
1969	576.938
1970	574.668
1971	578.688
1972	578.812
1973	574.594
1974	573.828
1975	576.297
1976	577.281
1977	579.016
1978	575.801
1979	574.133
1980	575.133
1981	579.355
1982	576.172
1983	573.195
1984	574.641
1985	570.656
1986	572.203
1987	575.025
1988	577.414
1989	575.844
1990	577.106
1991	577.477
1992	575.461
1993	573.164
1994	580.953
1995	574.852
1996	574.914
1997	576.006
1998	577.438
1999	572.5
2000	580.688
2001	579.078
2002	574.492
2003	582.852
2004	576.789
2005	577.074
2006	575.98
2007	577.375
2008	578.016
2009	574.812
2010	577.562
2011	576.344
2012	578.018
2013	575.141
2014	573.645
2015	579.133
2016	579.285
2017	573.883
2018	577.692
2019	577.508
2020	579.148
2021	577.039
2022	571.266
2023	574.606
2024	577.82
2025	576.32
2026	572.703
2027	574.521
2028	578.676
2029	573.297
2030	570.516
2031	580.773
2032	572.451
2033	577.93
2034	569.992
2035	577.674
2036	572.203
2037	577.805
2038	584.219
2039	580.547
2040	578.473
2041	577.359
2042	575.328
2043	575.379
2044	571.715
2045	574.648
2046	579.762
2047	574.723
2048	576.91
2049	573.842
2050	579.656
2051	575.062
2052	576.875
2053	576.802
2054	569.75
2055	574.984
2056	576.281
2057	577.926
2058	577.531
2059	580.234
2060	575.098
2061	581.203
2062	577.586
2063	577.469
2064	572.227
2065	575.859
2066	573.953
2067	572.914
2068	573.84
2069	576.852
2070	575.391
2071	579.508
2072	572.273
2073	576.969
2074	575.864
2075	572.469
2076	574.336
2077	576.836
2078	576.168
2079	576.203
2080	577.805
2081	574.086
2082	576.084
2083	573.805
2084	577.102
2085	576.086
2086	573.039
2087	578.688
2088	569.414
2089	580.289
2090	577.5
2091	575.044
2092	576.242
2093	576.094
2094	575.062
2095	573.59
2096	579.494
2097	576.152
2098	572.516
2099	569.32
2100	576.645
2101	579.383
2102	576.574
2103	579.938
2104	577.781
2105	574.43
2106	576.125
2107	576.75
2108	574.93
2109	575
2110	576.006
2111	573.047
2112	579.609
2113	571.375
2114	575.625
2115	577.367
2116	578.66
2117	579.195
2118	578.43
2119	575.47
2120	575.391
2121	577.875
2122	575.953
2123	571.059
2124	576.695
2125	574.102
2126	574.039
2127	574.913
2128	574.596
2129	574.246
2130	578.258
2131	575.023
2132	577.266
2133	577.656
2134	574.812
2135	574.375
2136	577.078
2137	578.5
2138	575.008
2139	574.652
2140	580.082
2141	576.48
