Run	Charge
4497	578.828
4498	613.099
4499	583.266
4500	583.18
4501	580.18
4502	585.078
4503	574.855
4504	577.922
4505	581.534
4506	576.367
4507	580.719
4508	575.971
4509	578.672
4510	577.031
4511	584.43
4512	580.008
4513	581.52
4514	581
4515	583.41
4516	578.453
4517	582
4518	581.188
4519	581.703
4520	578.719
4521	578.348
4522	577.078
4523	576.125
4524	584.645
4525	579.57
4526	574.246
4527	579.156
4528	582.164
4529	584.438
4530	575.477
4531	583.961
4532	581.688
4533	581.344
4534	579.516
4535	574.031
4536	579.978
4537	582.159
4538	585.477
4539	581.328
4540	578.047
4541	575.953
4542	584.688
4543	578.555
4544	577.602
4545	578.852
4546	576.453
4547	584.385
4548	574.223
4549	585.969
4550	581.129
4551	689.396
4552	577.953
4553	576.648
4554	579.031
4555	580.992
4556	576.359
4557	581.469
4558	581.312
4559	578.969
4560	580.012
4561	583.008
4562	584.016
4563	582.113
4564	577.453
4565	575.711
4566	584.594
4567	576.695
4568	628.375
4569	581.716
4570	579.992
4571	581.688
4572	579.492
4573	580.25
4574	579.109
4575	575.055
4576	582.609
4577	579.438
4578	576.977
4579	581.013
4580	585.461
4581	575.359
4582	550.039
4583	579.828
4584	579.083
4585	631.406
4586	580.359
4587	578.391
4588	582.949
4589	574.609
4590	579.234
4591	581.475
4592	582.188
4593	581.871
4594	585.078
4595	580.672
4596	581.957
4597	581.199
4598	580.25
4599	583.766
4600	583.32
4601	579.422
4602	583.453
4603	582.359
4604	579.938
4605	582.902
4606	579.906
4607	580.109
4608	581.102
4609	580.27
4610	578.953
4611	586.891
4612	664.727
4613	575.203
4614	575.352
4615	583.961
4616	574.461
4617	582.369
4618	576.125
4619	580.188
4620	591.883
4621	582.109
4622	579.787
4623	582.328
4624	794.133
4625	580.203
4626	577.859
4627	575.382
4628	581.922
4629	580.875
4630	579.555
4631	580.984
4632	580.445
4633	581.789
4634	579.641
4635	578.73
4636	578.805
4637	578.945
4638	579.539
4639	578.928
4640	574.617
4641	580.891
4642	580.941
4643	580.516
4644	584.328
4645	598.258
4646	579.609
4647	579.094
4648	579.766
4649	579.359
4650	580.141
4651	578.938
4652	673.898
4653	580.016
4654	577.562
4655	581.586
4656	581.172
4657	460.891
4658	570.359
4659	582.42
4660	579.469
4661	574.711
4662	579.758
4663	583.852
4664	582.627
4665	577.203
4666	582.539
4667	578.344
4668	575.268
4669	583.461
4670	573.703
4671	581.017
4672	579.859
4673	580.422
4674	578.633
4675	578.383
4676	577.021
4677	582.438
4678	580.094
4679	578.57
4680	578.664
4681	583.346
4682	581.02
4683	577.453
4684	577.672
4685	581.797
4686	576.484
4687	579.016
4688	580.719
4689	581.281
4690	580.781
4691	579.727
4692	579.266
4693	582.465
4694	581.184
4695	591.676
4696	580.195
4697	579.531
4698	581.736
4699	576.156
4700	585.117
4701	577.188
4702	583.099
4703	576.969
4704	581.656
4705	584.852
4706	581.625
4707	572.864
4708	576.805
4709	578.3
4710	578.609
4711	579.664
4712	583.852
4713	643.297
4714	574.695
4715	580.78
4716	581.891
4717	575.734
4718	577.762
4719	581.055
4720	581.162
4721	582.947
4722	580.523
4723	581.305
4724	585.227
4725	577.422
4726	581.426
4727	668.742
4728	577.969
4729	584.812
4730	577.434
4731	582.453
4732	577.359
4733	573.945
4734	573.556
4735	575.547
4736	585.67
4737	576.734
4738	580.375
4739	579.453
4740	576.773
4741	578.516
4742	584.156
4743	725.633
4744	577.539
4745	580.849
4746	669.234
4747	579.133
4748	583.266
4749	573.76
4750	577.242
4751	577.891
4752	578.992
4753	582.582
4754	577.312
4755	574.75
4756	575.219
4757	575.766
4758	577.258
4759	577.453
4760	572.516
4761	577.703
4762	576.375
4763	580.792
4764	581.062
4765	576.438
4766	579.422
4767	576.852
4768	577.352
4769	583.158
4770	576.875
4771	577.469
4772	583.109
4773	573.438
4774	580.766
4775	575.426
4776	583.914
4777	582.852
4778	582.781
4779	581.078
4780	574.906
4781	577.969
4782	580.346
4783	579.82
4784	578.891
4785	580.609
4786	576.891
4787	578.07
4788	578.094
4789	581.641
4790	579
4791	674.195
4792	579.066
4793	578.402
4794	577.75
4795	580.406
4796	580.828
4797	577.812
4798	576.609
4799	578.125
4800	581.062
4801	580.223
4802	572.562
4803	581.047
4804	579.938
4805	579.328
4806	585.875
4807	579.328
4808	577.297
4809	577.25
4810	577.414
4811	581.797
4812	573.469
4813	574.219
4814	572.312
4815	577.529
4816	576.016
4817	581.094
4818	571.844
4819	574.062
4820	577.367
4821	578.207
4822	579.094
4823	580.531
4824	580.662
4825	579.477
4826	695.117
4827	576.844
4828	573.859
4829	575.469
4830	575.148
4831	579.531
4832	578.117
4833	576.641
4834	578.766
4835	576.625
4836	576.406
4837	582.537
4838	572.602
4839	575.578
4840	580.359
4841	578.648
4842	576.754
4843	582.469
4844	580.25
4845	578.938
4846	574.258
4847	576.078
4848	576.531
4849	688.469
4850	579.391
4851	578.861
4852	580.227
4853	583
4854	580.312
4855	581.789
4856	578.023
4857	584.44
4858	577.453
4859	574.719
4860	581.562
4861	576.234
4862	580.422
4863	575.75
4864	581.305
4865	577.5
4866	580.203
4867	571.531
4868	573.5
4869	579.387
4870	577.734
4871	581.281
4872	574.094
4873	577.25
4874	577.945
4875	580.359
4876	578.561
4877	580.336
4878	573.406
4879	574.812
4880	575.316
4881	578.957
4882	570.5
4883	570.906
4884	580.484
4885	580.426
4886	574.562
4887	576.156
4888	574.188
4889	577.891
4890	575.203
4891	577.664
4892	576.875
4893	576.086
4894	579.328
4895	570.016
4896	396.25
4897	577.195
4898	579.931
4899	580.477
4900	575.469
4901	578.938
4902	579.703
4903	619.922
4904	576.953
4905	577.938
4906	578.461
4907	577.578
4908	578.438
4909	577.359
4910	578.422
4911	576.492
4912	580.812
4913	581.297
4914	578.469
4915	579.617
4916	581.141
4917	577.102
4918	582.156
4919	574.453
4920	575.594
4921	578.344
4922	579.633
4923	581.968
4924	580.164
4925	579.055
4926	577.156
4927	577.156
4928	594.781
4929	578.102
4930	581.188
4931	574.086
4932	567.188
4933	578.344
4934	575.547
4935	580.125
4936	579.828
4937	582.742
4938	577.844
4939	573.688
4940	570.125
4941	575.037
4942	574
4943	571.375
4944	578.062
4945	577.156
4946	681.031
4947	571.844
4948	576.559
4949	593.871
4950	579.578
4951	577
4952	577.125
4953	579.789
4954	579.074
4955	580.703
4956	572.141
4957	576.75
4958	574.891
4959	570.797
4960	579.641
4961	581.805
4962	580.984
4963	578.562
4964	576.547
4965	730.148
4966	579.953
4967	579.641
4968	575.594
4969	578.484
4970	579.562
4971	574.211
4972	576.752
4973	576.656
4974	578.953
4975	574.688
4976	576.375
4977	574.732
4978	583.664
4979	578.203
4980	576.75
4981	575.242
4982	582.463
4983	577.828
4984	581.516
4985	577.25
4986	582.375
4987	679.802
4988	575.562
4989	574.625
4990	575.938
4991	582.023
4992	576.07
4993	573.078
4994	578.141
4995	582.086
4996	581.25
4997	578.375
4998	578.25
4999	585.906
5000	574.469
5001	670.531
5002	576.625
5003	580.047
5004	572.797
5005	574.656
5006	566.219
5007	573.035
5008	583.582
5009	576.094
5010	578.781
5011	572.281
5012	576.148
5013	578.75
5014	579.594
5015	575.809
5016	575.781
5017	581.844
5018	580.766
5019	579.375
5020	577.344
5021	575.637
5022	576.391
5023	574.594
5024	571.844
5025	697.902
5026	580.887
5027	574.844
5028	577.469
5029	578.547
5030	576.734
5031	578.281
5032	576.625
5033	573.906
5034	579.207
5035	575.25
5036	580.109
5037	663.59
5038	581.125
5039	577.516
5040	606.984
5041	573.219
5042	572.953
5043	579.25
5044	577.777
5045	576.422
5046	579.609
5047	578.227
5048	578.547
5049	577.438
5050	572.031
5051	577.051
5052	576.416
5053	579.766
5054	574.656
5055	574.531
5056	576.611
5057	642.418
5058	574.594
5059	571.438
5060	581.875
5061	572.477
5062	575.719
5063	574.828
5064	579.5
5065	578.219
5066	573.828
5067	581.328
5068	580.391
5069	574.062
5070	573.547
5071	578.555
5072	578.445
5073	581.509
5074	575.5
5075	578.062
5076	577.656
5077	578.07
5078	577.713
5079	578.523
5080	578.234
5081	573.339
5082	579.227
5083	581.031
5084	577.5
5085	576.625
5086	579.219
5087	581.32
5088	580.695
5089	580.703
5090	577.141
5091	576.047
5092	575.469
5093	580.641
5094	578.445
5095	579.203
5096	575.727
5097	578.281
5098	579.781
5099	576
5100	645.922
5101	578.145
5102	579.641
5103	577.078
5104	578.125
5105	581.898
5106	578.121
5107	576.359
5108	576.047
5109	574.844
5110	578.332
5111	578.18
5112	575.969
5113	579.672
5114	575.969
5115	576
5116	577.672
5117	577.254
5118	578.762
5119	589.812
5120	571.906
5121	580.615
5122	616.324
5123	579.547
5124	575.141
5125	573.844
5126	573.938
5127	576.672
5128	581.797
5129	578.922
5130	578.703
5131	577.781
5132	577.977
5133	576.359
5134	569.188
5135	583.476
5136	579.602
5137	571.25
5138	572.438
5139	581.344
5140	577.5
5141	573.453
5142	575.766
5143	575.031
5144	571.078
5145	582.594
5146	572.719
5147	576.766
5148	577.547
5149	576.734
5150	577.484
5151	578.281
5152	580.609
5153	582.125
5154	576.812
5155	573.125
5156	575.086
5157	576.766
5158	577.781
5159	578.922
5160	579.555
5161	577.789
5162	573.815
5163	576.438
5164	575.453
5165	581.266
5166	579.779
5167	581.562
5168	581.188
5169	578.312
5170	572.25
5171	576.688
5172	574.75
5173	580.258
5174	571.5
5175	569.219
5176	579.391
5177	579.338
5178	578.238
5179	572
5180	574.719
5181	574.852
5182	576.906
5183	580.871
5184	578.293
5185	581.031
5186	577.781
5187	576.891
5188	577.656
5189	579.102
5190	578.156
5191	578.969
5192	580.609
5193	576.406
5194	578.441
5195	583.391
5196	580.625
5197	578.656
5198	576.969
5199	579.938
5200	575.719
5201	579.562
5202	578.518
5203	576.117
5204	577.453
5205	579.281
5206	576.422
5207	575.348
5208	581.656
5209	572.859
5210	575.906
5211	566.352
5212	573.766
5213	577.781
5214	578.609
5215	576.756
5216	579.633
5217	578.078
5218	677.828
5219	576.266
5220	578.476
5221	580.969
5222	581.906
5223	576.188
5224	584.391
5225	583.377
5226	577.492
5227	579.805
5228	676.984
5229	574.625
5230	579.531
5231	574.172
5232	582.431
5233	580.133
5234	578.547
5235	573.594
5236	577.832
5237	580.266
5238	578.875
5239	571.406
5240	569.438
5241	580.922
5242	579.145
5243	575.625
5244	576.656
5245	578.5
5246	577.688
5247	572.469
5248	576.656
5249	575.438
5250	576.906
5251	573.469
5252	576.922
5253	578
5254	577.312
5255	578.125
5256	575.781
5257	576.969
5258	578.109
5259	579.875
5260	580.93
5261	578.199
5262	575.531
5263	577.812
5264	578.598
5265	581.555
5266	576.953
5267	580.266
5268	578.422
5269	577.016
5270	578.227
5271	576.922
5272	575.422
5273	575.797
5274	580.276
5275	581.914
5276	583.328
5277	577.391
5278	577.375
5279	577.266
5280	580.422
5281	574.297
5282	581.375
5283	577.891
5284	577.156
5285	581.891
5286	577.5
5287	579.078
5288	584.836
5289	577.625
5290	576.734
5291	579.031
5292	576.055
5293	578.617
5294	580.757
5295	686.734
5296	576.844
5297	575.992
5298	579.422
5299	575.312
5300	581.406
5301	578.117
5302	582.453
5303	582.707
5304	579.719
5305	579.797
5306	579.641
5307	583.748
5308	577.844
5309	578.422
5310	575.391
5311	580.484
5312	573.188
5313	583.043
5314	581.203
5315	579.672
5316	695.703
5317	586.484
5318	577.344
5319	579.328
5320	582.326
5321	583.32
5322	716.039
5323	578.566
5324	577.336
5325	585.75
5326	577.266
5327	576.852
5328	585.391
5329	576.801
5330	583.281
5331	577.688
5332	572.562
5333	581.035
5334	582.234
5335	576.219
5336	576.062
5337	585.141
5338	580.891
5339	579.203
5340	582.312
5341	576.109
5342	581.938
5343	580.094
5344	584.172
5345	577.711
5346	580.25
5347	581.844
5348	628.656
5349	580.215
5350	576.125
5351	576.547
5352	712.891
5353	582.469
5354	576.398
5355	582.688
5356	581.547
5357	580.656
5358	579.844
5359	586.938
5360	581.422
5361	584.328
5362	582.781
5363	576.688
5364	577.887
5365	579.969
5366	577.125
5367	581.449
5368	666.648
5369	574.625
5370	575.5
5371	580.453
5372	579.172
5373	584.955
5374	578.07
5375	580.375
5376	580.5
5377	583.859
5378	580.222
5379	583.109
5380	585.812
5381	574.188
5382	581.166
5383	579.438
5384	580.156
5385	578.031
5386	578.289
5387	578.672
5388	581.281
5389	576.922
5390	577.938
5391	702.992
5392	579.875
5393	581.031
5394	581.229
5395	579.258
5396	580.25
5397	579.625
5398	694.758
5399	580.594
5400	578.094
5401	582.624
5402	576.211
5403	581.312
5404	576.672
5405	581.922
5406	578.469
5407	577.953
5408	575.915
5409	582.727
5410	616.887
5411	578.312
5412	705.312
5413	583.125
5414	582.453
5415	706.266
5416	583.197
5417	578.156
5418	579.469
5419	584.5
5420	577.66
5421	583.301
5422	579.438
5423	637.062
5424	573.703
5425	573.656
5426	582.406
5427	575.098
5428	583.871
5429	582.562
5430	577.328
5431	585.688
5432	580.66
5433	574.91
5434	586.188
5435	579.016
5436	578.875
5437	576.812
5438	580.953
5439	583.531
5440	582.781
5441	577.422
5442	685.5
5443	580.359
5444	580.809
5445	577.945
5446	577.734
5447	580.562
5448	576.906
5449	578.583
5450	577.117
5451	580.727
5452	579.422
5453	581.516
5454	576.656
5455	579.891
5456	579.797
5457	575.219
5458	582.789
5459	579.109
5460	582.75
5461	577.219
5462	575.266
5463	581.883
5464	576.422
5465	577.938
5466	582.828
5467	585.719
5468	582.867
5469	576.812
5470	578.514
5471	577.078
5472	577.922
5473	661.609
5474	580.077
5475	583.414
5476	583.047
5477	583.344
5478	580.438
5479	580.422
5480	582.469
5481	584.844
5482	580.719
5483	578.094
5484	578.875
5485	578.5
5486	577.086
5487	576.953
5488	578.203
5489	572.312
5490	579.141
5491	573.965
5492	577.223
5493	580.086
5494	580.615
5495	576.438
5496	581.031
5497	583.674
5498	574.855
5499	577.531
5500	574.438
5501	583.344
5502	578.203
5503	580.844
5504	583.484
5505	590.891
5506	694.391
5507	578.422
5508	582.844
5509	578.734
5510	581.125
5511	571.938
5512	575.516
5513	578.484
5514	578.656
5515	583.547
5516	574.5
5517	581.648
5518	581.818
5519	579.969
5520	580.969
5521	577.219
5522	577.672
5523	577.154
5524	578.914
5525	575.625
5526	578.703
5527	582.102
5528	578.406
5529	576.547
5530	579.273
5531	579.721
5532	578.109
5533	582.594
5534	576.812
5535	580.817
5536	582.828
5537	603.664
5538	580.219
5539	574.891
5540	577.891
5541	576.938
5542	581.359
5543	583.281
5544	583.938
5545	577.562
5546	578.926
5547	579.961
5548	576.875
5549	577.062
5550	575.051
5551	580.137
5552	580.688
5553	579.25
5554	583.016
5555	578.891
5556	577.438
5557	583.922
5558	585.75
5559	582.516
5560	579.109
5561	583.734
5562	578
5563	576.156
5564	577.383
5565	578.359
5566	577.031
5567	579.875
5568	583.656
5569	582.797
5570	580.781
5571	581.109
5572	578.031
5573	577.906
5574	579.678
5575	584.332
5576	581.293
5577	581.572
5578	580.828
5579	576.75
5580	577.562
5581	580.887
5582	579.664
5583	578.312
5584	578.469
5585	583.781
5586	578.109
5587	577.688
5588	678.828
5589	577.328
5590	580.562
5591	579.391
5592	580.75
5593	578.312
5594	586.109
5595	579.031
5596	581.805
5597	579.734
5598	583.844
5599	582.297
5600	578.547
5601	581.699
5602	573.812
5603	579.094
5604	582.887
5605	583.031
5606	584.078
5607	578.844
5608	573.531
5609	580.961
5610	579.094
5611	582.148
5612	576.422
5613	576.953
5614	581.43
5615	579.929
5616	582.008
5617	579.469
5618	582.234
5619	466
5620	578.588
5621	579.297
5622	579.562
5623	582.297
5624	576.797
5625	692.797
5626	586.688
5627	582.148
5628	577.852
5629	580.766
5630	576.86
5631	681.125
5632	575.562
5633	575.203
5634	582.031
5635	575.052
5636	575.375
5637	581.078
5638	581.688
5639	576.953
5640	575.203
5641	578.156
5642	578.703
5643	582.008
5644	580.023
5645	581.484
5646	576.266
5647	579.969
5648	579.75
5649	693.578
5650	578.766
5651	579.406
5652	579.594
5653	578.672
5654	583.141
5655	577.178
5656	579.688
5657	578.531
5658	582.055
5659	583.055
5660	579.246
5661	579.363
5662	581.672
5663	577.656
5664	581.688
5665	578.254
5666	581.18
5667	573.656
5668	580.844
5669	578.406
5670	586.047
5671	576.578
5672	583.734
5673	580.453
5674	578.344
5675	576.094
5676	575.969
5677	578.984
5678	584.172
5679	582.875
5680	582.026
5681	584.969
5682	581.266
5683	674.258
5684	579.428
5685	579.711
5686	572.734
5687	580.406
5688	577.531
5689	578.375
5690	668.484
5691	578.562
5692	581.883
5693	580.398
5694	574.547
5695	575.922
5696	577.016
5697	585.195
5698	578.828
5699	580.117
5700	572.734
5701	579.75
5702	686.992
5703	578.798
5704	577.547
5705	580.344
5706	571.859
5707	577.125
5708	575.947
5709	580.852
5710	573.609
5711	582.312
5712	582.047
5713	580.859
5714	586.25
5715	587.156
5716	707.641
5717	581.422
5718	581.094
5719	581.312
5720	582.387
5721	581.746
5722	582.562
5723	576.969
5724	581.203
5725	580.52
5726	582.105
5727	577.219
5728	581
5729	579.375
5730	581.438
5731	577.328
5732	583.057
5733	574.191
5734	580.844
5735	580.688
5736	575.023
5737	580.73
5738	570.766
5739	581
5740	578.344
5741	581.578
5742	578.984
5743	577.887
5744	580.78
5745	582.539
5746	574.906
5747	583.125
5748	576.438
5749	580.609
5750	583.078
5751	580.218
5752	575.555
5753	578.344
5754	578.875
5755	578.914
5756	574.016
5757	583.367
5758	586
5759	579.615
5760	698.641
5761	575.641
5762	578
5763	582.797
5764	578.391
5765	577.844
5766	583.719
5767	580.742
5768	576.547
5769	583.438
5770	577.484
5771	580.684
5772	582.75
5773	683.094
5774	578.094
5775	674.922
5776	577.825
5777	578.18
5778	574.688
5779	582.117
5780	575.273
5781	575.176
5782	687.219
5783	583.469
5784	682.5
5785	579.656
5786	581.355
5787	578.156
5788	578.531
5789	581.031
5790	580.934
5791	583.047
5792	580.266
5793	580.688
5794	581.125
5795	579.219
5796	582.879
5797	566.625
5798	581.984
5799	583.453
5800	582.828
5801	581.391
5802	580.594
5803	583.658
5804	579.359
5805	578.844
5806	581.156
5807	584.188
5808	580.371
5809	580.865
5810	577.531
5811	580
5812	577.625
5813	578.453
5814	580.93
5815	579.336
5816	581.125
5817	582.062
5818	691.812
5819	580.688
5820	581.986
5821	581.938
5822	576.688
5823	580.297
5824	579.922
5825	580.977
5826	581.367
5827	576.562
5828	578.25
5829	579.141
5830	579.336
5831	579.403
5832	691.917
5833	581.805
5834	598.234
5835	575.891
5836	577.906
5837	580.828
5838	577.922
5839	578.121
5840	576.719
5841	578.266
5842	578.281
5843	584.547
5844	581.484
5845	582.688
5846	579.498
5847	577.156
5848	579.156
5849	581.578
5850	576.52
5851	576
5852	573.672
5853	583.219
5854	579.781
5855	576.156
5856	580.664
5857	578.184
5858	577.625
5859	583.375
5860	584.02
5861	581.824
5862	576.781
5863	583.172
5864	578.844
5865	579.312
5866	581.75
5867	579.773
5868	682.805
5869	582.312
5870	580.875
5871	576.531
5872	575.617
5873	878.637
5874	582.438
5875	572.766
5876	580.688
5877	575.648
5878	579.281
5879	583.062
5880	577.914
5881	576.969
5882	582.094
5883	584.25
5884	580.453
5885	581.5
5886	577.812
5887	581.079
5888	581.328
5889	580.148
5890	581.172
5891	578.719
5892	599.969
5893	579.406
5894	581.602
5895	580.953
5896	573.953
5897	579.664
5898	582.844
5899	581.156
5900	584.094
5901	582.656
5902	579.547
5903	577.383
5904	575.062
5905	582.625
5906	580.844
5907	579.875
5908	581.844
5909	582.016
5910	577.852
5911	580.004
5912	593.062
5913	579.828
5914	574.656
5915	580.141
5916	582.078
5917	572.789
5918	578.759
5919	574.312
5920	577.469
5921	580.531
5922	573.906
5923	577.453
5924	579.906
5925	684.422
5926	581.602
5927	580.164
5928	658.312
5929	577.516
5930	577.203
5931	676.348
5932	578.062
5933	572.875
5934	577.109
5935	577.656
5936	582.891
5937	579.75
5938	576.719
5939	573.969
5940	582.611
5941	573.289
5942	582.594
5943	584.625
5944	575.297
5945	754.758
5946	577.609
5947	581.594
5948	584.594
5949	582.141
5950	578.734
5951	580.484
5952	579.359
5953	576.344
5954	578.125
5955	580.406
5956	584.422
5957	580.594
5958	576.812
5959	618.984
5960	579.406
5961	575.91
5962	580.695
5963	577.422
5964	662.719
5965	577.344
5966	583.625
5967	575.266
5968	580.102
5969	580.182
5970	672.43
5971	577.734
5972	579.953
5973	581.969
5974	578.602
5975	583.948
5976	582.406
5977	574.281
5978	577.547
5979	572.688
5980	581.375
5981	579.469
5982	581.594
5983	586.938
5984	579.844
5985	580
5986	579.594
5987	581.281
5988	577.385
5989	581.938
5990	583.875
5991	873.189
5992	576.336
5993	701.188
5994	585.094
5995	584.938
5996	582.391
5997	578.984
5998	575.562
5999	576.688
6000	576.328
6001	574.656
6002	581.219
6003	579.547
6004	572.234
6005	581.355
6006	573.156
6007	665.234
6008	582.25
6009	579.406
6010	581.16
6011	585.609
6012	579.25
6013	579
6014	578.578
6015	578.531
6016	585.242
6017	580.598
6018	576.625
6019	578.594
6020	573.5
6021	582.727
6022	579.172
6023	577.562
6024	583.812
6025	581.477
6026	619.697
6027	580.539
6028	577.312
6029	581.597
6030	579.203
6031	584.961
6032	580.656
6033	581.438
6034	580.312
6035	584.047
6036	578.938
6037	582.281
6038	661.32
6039	582.464
6040	577.156
6041	574.891
6042	580.906
6043	577.836
6044	580.885
6045	577.398
6046	581.656
6047	579.484
6048	584.906
6049	582.203
6050	581.696
6051	582.609
6052	578.297
6053	583.836
6054	581.703
6055	573.25
6056	578.578
6057	638.844
6058	579.555
6059	577.594
6060	577.891
6061	584.625
6062	587.219
6063	577.312
6064	574.67
6065	584.188
6066	582.438
6067	612.453
6068	611.883
6069	581.723
6070	578.699
6071	586.203
6072	583.094
6073	576.062
6074	577.77
6075	577.391
6076	573.281
6077	582.5
6078	581.797
6079	582.777
6080	576.703
6081	680.734
6082	577.688
6083	577.922
6084	579.234
6085	579.406
6086	574.023
6087	580.219
6088	629.652
6089	575.875
6090	586.562
6091	577.359
6092	578.383
6093	581.592
6094	577.797
6095	753.766
6096	579.594
6097	579.453
6098	577.299
6099	581.156
6100	582.531
6101	579.469
6102	582.492
6103	577.287
6104	583.711
6105	581.812
6106	583.406
6107	576.828
6108	578.086
6109	581.422
6110	578.93
6111	577.438
6112	576.094
6113	580.099
6114	579.992
6115	579.391
6116	584.281
6117	583.601
6118	576.727
6119	578.664
6120	582.75
6121	576.281
6122	578.672
6123	580.641
6124	574.969
6125	577.812
6126	578.945
6127	576.485
6128	583.711
6129	578.25
6130	587.609
6131	579.124
6132	577.281
6133	580.062
6134	578.5
6135	582.297
6136	672.094
6137	583.047
6138	582.703
6139	581.141
6140	577.469
6141	577.406
6142	581.756
6143	579.133
6144	582.766
6145	570.453
6146	579.359
6147	579.219
6148	579.016
6149	575.328
6150	584.984
6151	581.398
6152	581.586
6153	583.192
6154	576.469
6155	579.625
6156	578.578
6157	576.195
6158	580.771
6159	577.805
6160	580.703
6161	571.891
6162	576.812
6163	580.969
6164	579.156
6165	578.156
6166	584.828
6167	577.359
6168	579.688
6169	580.625
6170	581.957
6171	579.004
6172	582.312
6173	579.844
6174	580.211
6175	573.75
6176	578.887
6177	583.08
6178	579.219
6179	579.25
6180	575.625
6181	578.053
6182	582.039
6183	574.406
6184	583.125
6185	576.219
6186	575.234
6187	583.48
6188	583.312
6189	577.547
6190	574.406
6191	580.758
6192	568.859
6193	579.336
6194	579.109
6195	577.017
6196	579.875
6197	579.438
6198	580.609
6199	582.523
6200	579.898
6201	197.25
6202	581.75
6203	694.096
6204	586.562
6205	576.719
6206	579.422
6207	575.648
6208	578.341
6209	578.344
6210	576.938
6211	580.266
6212	579.016
6213	579.609
6214	581.562
6215	578.008
6216	578.769
6217	577.266
6218	577.719
6219	577.062
6220	576.797
6221	576.742
6222	681.281
6223	579.391
6224	580.953
6225	580.961
6226	579.812
6227	585.297
6228	582.625
6229	580.432
6230	583.609
6231	578.363
6232	577.203
6233	580.031
6234	577.719
6235	582.691
6236	575.234
6237	581.562
6238	579.375
6239	579.297
6240	576.125
6241	584.812
6242	582.344
6243	576.594
6244	580.359
6245	576.719
6246	575.625
6247	621.359
6248	575.156
6249	579.844
6250	578.316
6251	577.016
6252	577.844
6253	577.75
6254	581.477
6255	577.971
6256	579.094
6257	584.625
6258	579.752
6259	577.609
6260	580.828
6261	583.766
6262	577.078
6263	575.195
6264	580.625
6265	577.016
6266	599.125
6267	578.008
6268	579.359
6269	572.375
6270	578.484
6271	609.785
6272	576.141
6273	576.266
6274	671.516
6275	578.859
6276	579.5
6277	576.613
6278	581.172
6279	576.945
6280	579.377
6281	583.289
6282	583.031
6283	579.891
6284	581.016
6285	578.367
6286	576.555
6287	581.608
6288	582.469
6289	577.406
6290	578.312
6291	579.172
6292	579.406
6293	573.195
6294	582.133
6295	579.516
6296	580.656
6297	578.07
6298	584.453
6299	574.578
6300	581.531
6301	581.125
6302	880.213
6303	580.477
6304	583.5
6305	582.812
6306	584.91
6307	576.961
6308	581.578
6309	576.375
6310	573.156
6311	573.125
6312	579.5
6313	580.18
6314	577.734
6315	577.875
6316	578.98
6317	581.625
6318	575.641
6319	577.859
6320	583.512
6321	586.16
6322	581.094
6323	582.016
6324	573.016
6325	578.348
6326	578.59
6327	581.688
6328	574.188
6329	580.266
6330	655.05
6331	581.273
6332	579.906
6333	571.797
6334	685.281
6335	580.852
6336	582.32
6337	583.365
6338	580.875
6339	579.125
6340	581.984
6341	587.609
6342	580.438
6343	579.25
6344	585.094
6345	579.922
6346	578.055
6347	579.172
6348	581.703
6349	578.234
6350	582.75
6351	578.367
6352	581.688
6353	580.359
6354	581.891
6355	579.992
6356	578.477
6357	584.844
6358	581.297
6359	576.412
6360	581.172
6361	576.984
6362	634.922
6363	580.766
6364	579.125
6365	582.242
6366	579.902
6367	577.336
6368	578.203
6369	577.766
6370	579.008
6371	578.906
6372	575.969
6373	570.516
6374	878.723
6375	576.059
6376	583.5
6377	581.938
6378	577.031
6379	577.957
6380	575.664
6381	578.906
6382	584.125
6383	580.266
6384	584.375
6385	578.844
6386	582.082
6387	583.148
6388	580.688
6389	572.125
6390	577.84
6391	581.836
6392	579.094
6393	579.562
6394	574.531
6395	577.078
6396	578.531
6397	578.438
6398	578.953
6399	576.875
6400	578.469
6401	580.547
6402	581.578
6403	577.359
6404	582.031
6405	579.812
6406	577.188
6407	579.188
6408	580.242
6409	574.367
6410	579.943
6411	577.922
6412	579.25
6413	578.148
6414	582.268
6415	580.867
6416	580.641
6417	577.225
6418	576.555
6419	576.891
6420	577.938
6421	578.219
6422	581.117
6423	584.719
6424	580.094
6425	582.734
6426	587.922
6427	583.68
6428	581.734
6429	576
6430	574.359
6431	574.188
6432	582.172
6433	573.438
6434	579.297
6435	575.918
6436	580.113
6437	580.219
6438	579.266
6439	585.969
6440	579.43
6441	580.809
6442	579.625
6443	579.656
6444	579.125
6445	580.227
6446	582.516
6447	581.609
6448	581.977
6449	580.328
6450	580.219
6451	577.094
6452	578.719
6453	579
6454	584.809
6455	582.461
6456	601.938
6457	597.25
6458	633.18
6459	584.434
6460	580.062
6461	582.5
6462	581.406
6463	580.742
6464	582.655
6465	583.359
6466	576.422
6467	579.344
6468	580.823
6469	576.492
6470	577.914
6471	587.031
6472	577.688
6473	583.68
6474	579.594
6475	581.781
6476	572.797
6477	587.188
6478	577.359
6479	575.031
6480	577.844
6481	570.469
6482	577.016
6483	578.523
6484	581.906
6485	580.133
6486	574.672
6487	573.344
6488	580.516
6489	578.594
6490	578.234
6491	577.734
6492	582.32
6493	579.211
6494	579.656
6495	577.234
6496	582
6497	578.604
6498	580.359
6499	579.164
6500	577.484
6501	578.016
