21.6515	-106.937	19.2021	-171.624
17.7633	12.1504	4.88308	149.979
22.3604	176.448	6.45069	100.901
14.4861	164.263	24.9395	103.611
22.8741	-61.7374	15.3335	-128.194
3.71265	-80.1421	19.8554	33.8924
19.5647	178.617	22.134	115.371
9.17726	93.7717	15.3819	-144.55
18.5613	-119.866	23.0134	177.438
18.8455	12.2157	3.15513	161.834
23.0021	165.201	10.0641	95.1465
14.0095	-171.762	10.1388	-45.036
17.0604	131.471	5.96485	-94.4749
17.1154	77.3146	23.9434	15.3569
20.1827	146.534	1.62913	-4.68201
15.942	-83.3695	24.4811	-144.746
23.0705	84.9451	13.6811	17.6015
10.1021	-12.9015	25.2879	-71.1168
22.2957	-150.327	6.19825	133.503
21.8663	140.095	18.7441	75.2042
2.8467	39.7836	20.448	150.763
18.4509	79.69	23.0969	17.0519
22.796	-83.396	8.53554	-155.217
8.14222	5.67226	16.335	126.375
19.7763	-124.941	1.84795	55.5746
9.13912	114.06	15.4179	-124.297
15.3662	-135.569	24.6875	163.339
23.1173	17.3831	12.0317	-51.0214
22.9262	12.7616	9.41265	-57.9783
14.9356	-161.905	24.8199	137.218
13.4958	161.822	25.141	101.675
22.337	-45.2656	6.35799	-121.036
2.10208	-33.995	23.1147	-77.0649
18.7293	-135.349	3.34065	12.3501
16.3912	75.6567	24.295	14.0585
18.4793	-55.2742	23.0757	-117.927
22.5697	139.282	16.7396	73.4957
5.76363	-49.8256	24.4988	-104.21
22.6359	-88.9686	16.4821	-154.874
10.6263	-8.19024	13.9545	114.815
7.23837	-151.726	17.1248	-31.9429
16.1742	-122.188	24.3878	176.321
22.7692	-167.06	8.37811	120.902
22.7529	7.32775	15.9717	-58.8179
10.4069	15.9488	14.178	138.752
18.4887	140.682	3.72717	-74.9288
5.41663	-101.744	18.6026	15.7472
5.92125	-124.81	18.208	-6.59707
12.8306	35.1803	25.2325	-24.6174
11.8193	67.8273	25.3099	8.58274
19.9197	-20.8648	21.7618	-84.3183
23.1135	-45.47	11.8178	-114.03
1.21748	48.7333	21.5095	142.599
23.0946	-31.7902	13.2862	-99.3685
2.24995	-53.8451	20.8415	53.7696
20.9932	-112.579	2.52575	146.117
7.0456	156.515	17.2882	-83.9114
9.62958	-128.483	25.2506	173.613
18.0941	-75.4342	23.3516	-137.887
15.5873	-96.7341	24.6124	-157.935
12.3276	61.866	25.2799	2.33967
20.7179	102.9	2.04859	-10.9567
23.0784	-115.526	10.9937	175.266
22.9946	-110.167	9.99218	179.707
20.1088	-110.448	1.63713	92.617
1.57139	-137.467	21.2794	-36.7519
17.1791	162.06	23.9092	100.07
13.4095	-21.7678	10.8707	104.156
16.4842	-163.114	6.81693	-31.2025
6.63172	-53.3979	17.6335	65.706
14.1028	107.248	25.0272	46.7898
20.7013	46.4415	20.7922	-17.5087
22.0189	114.036	5.21692	34.8591
22.0217	30.9479	5.22588	-48.1958
14.0202	153.819	25.0445	93.4022
22.362	-31.2451	6.4569	-106.778
4.74126	-78.2564	19.1136	38.1031
22.3398	108.613	17.5132	43.1767
13.971	84.2605	10.1865	-149.068
23.0942	-13.1962	11.2797	-82.1698
0.918585	-58.4388	21.715	24.737
9.97305	-51.1767	14.6119	71.229
9.26545	-160.528	15.2982	-38.7687
22.3376	42.5959	6.36032	-33.1685
22.3626	153.21	17.4431	87.7421
19.1947	-102.34	2.61067	54.8594
22.3871	-36.026	6.55784	-111.324
19.3541	133.644	2.37533	-64.4393
0.662915	91.106	21.9316	152.745
17.4243	-136.409	5.41046	-0.608853
20.3474	-120.441	21.26	175.842
8.70791	-9.27452	15.8207	111.968
11.7053	-40.6173	25.3143	-99.7974
22.152	12.4442	18.0466	-52.755
6.15933	-56.9158	18.018	61.6096
17.6211	5.08206	5.10554	142.003
22.9558	106.879	14.7956	40.1479
23.1116	7.04526	12.8465	-60.8075
12.0454	62.5819	12.4425	-173.036
11.9863	-44.9657	25.302	-104.304
17.5277	142.303	5.25057	-81.3259
14.165	-103.141	25.0139	-163.632
22.9212	-71.3781	9.37425	-142.161
17.7394	75.4611	4.92054	-146.869
22.5895	-122.152	16.6643	172.027
10.8416	-22.2357	13.7327	100.97
1.99032	31.8026	23.0616	-10.3131
21.1935	-151.722	20.0413	143.972
2.10059	43.9787	23.114	0.920912
23.0304	151.411	10.3589	81.6402
21.4793	-48.3434	3.6386	-136.007
21.8915	124.375	18.6872	59.4592
11.4651	18.2952	25.3206	-40.7476
18.9496	-134.506	22.7	162.59
7.95719	-23.8273	25.0196	-80.4815
22.9442	-176.089	14.8796	117.223
14.1756	-26.6075	25.0115	-87.103
21.1835	-110.594	2.92527	154.454
22.11	149.495	18.1567	84.3445
0.845151	-66.4771	22.4369	-82.0983
15.6282	1.37383	24.5979	-59.8474
20.2076	-47.006	21.4311	-110.635
2.75379	46.0588	20.51	156.607
21.4576	3.61343	3.5827	-84.5018
2.49196	56.7107	23.2939	10.9791
7.58234	130.442	24.9476	74.111
22.5384	85.7248	7.20547	11.7751
2.98236	93.6425	23.5075	45.528
23.1191	170.81	12.2793	102.58
22.9236	-128.838	9.39212	160.399
3.87688	-107.558	23.8662	-158.545
19.1924	77.3541	22.4875	14.3175
23.1146	65.3004	11.8708	-3.22048
20.1688	93.5904	21.4773	29.9854
8.29924	-164.457	16.1938	-43.6016
6.91039	51.0631	24.8007	-4.63303
2.63462	-27.0919	23.3574	-73.6045
7.93347	-152.242	16.5209	-31.7444
19.4664	-163.265	22.2308	133.545
10.6049	-134.931	13.9764	-11.9451
19.8691	167.338	1.76436	-6.54506
21.1156	14.8747	20.1693	-49.3718
13.0035	72.5908	25.2119	12.7012
17.4152	-23.419	23.7775	-85.5268
18.0656	-64.9214	23.371	-127.36
4.03301	-113.295	23.9249	-164.664
8.42598	68.1772	25.0995	11.1443
19.3858	6.80133	2.33006	169.782
20.8713	-38.4068	20.5475	-102.475
22.6676	170.586	16.3514	104.62
16.8992	-137.849	24.0554	160.301
14.0143	78.1488	10.1328	-155.119
7.10617	150.748	24.8458	94.8587
6.16867	-51.9091	18.0105	66.6282
22.5937	159.896	7.46249	86.4166
6.7427	71.0393	24.7605	15.5148
17.4407	47.0309	5.38506	-177.081
9.61839	-101.78	14.9591	20.3021
22.561	-54.958	7.30898	-128.714
15.6469	77.1671	24.5912	15.9366
17.4691	77.0761	23.7462	14.9412
6.42113	146.673	17.8061	-94.475
22.1049	-127.845	18.1698	167.01
22.8294	-124.231	15.5855	169.436
23.1028	-42.4274	11.476	-111.246
20.8793	-174.749	20.5357	121.177
16.3376	-144.76	24.3184	153.668
9.38297	125.26	15.186	-112.873
3.63416	179.543	23.7726	129.208
19.5158	-30.5986	2.15203	137.243
3.61054	132.799	23.7634	82.5316
22.7678	106.905	8.37021	34.8564
18.3305	20.0244	23.1854	-42.5509
23.1012	-8.98631	13.1432	-76.6523
22.6621	77.84	16.3745	11.8845
13.0291	99.7002	11.3215	-134.839
21.3648	131.45	3.34985	41.2678
22.0583	12.3723	18.2885	-52.7198
0.598881	-101.421	22.0208	-53.4577
9.54194	145.406	15.0331	-92.5812
4.89586	-147.521	18.9983	-30.8818
21.814	129.826	18.8603	64.9868
15.0646	156.39	24.7821	95.4486
22.1833	-99.7578	5.78182	-177.075
5.96803	-27.4278	18.1709	90.8476
23.0616	-102.819	13.801	-170.094
3.19614	-48.6509	23.5967	-97.586
2.26625	152.997	20.8308	-99.274
16.8171	-175.619	24.0964	122.572
13.4101	6.60079	25.1547	-53.5019
20.6395	-116.19	20.8778	179.902
